Protein	14F	14F	17F	23M	25M	28M	36M	37M	39M	43M	44M	45F	45M	47M	48M	49F	50F	52F	59M	66M
Q96K19	22800200.0	26165000.0	22888300.0	21247200.0	18583200.0	27835100.0	20205400.0	14248900.0	16468300.0	25570400.0	27766900.0	18507700.0	22860000.0	26716100.0	25313200.0	24764900.0	16694700.0	25331100.0	24530200.0	22132200.0
Q96K21	19273500.0	4673630.0	30302100.0	20751800.0	12328800.0	20594600.0	33225600.0	15485700.0	1032400.0	23648100.0	40445400.0	2200560.0	23617800.0	24570200.0	22629500.0	6016850.0	6333740.0	20539300.0	36051900.0	27227700.0
Q96K37	46156100.0	16081400.0	2550270.0	7802150.0	2871140.0	383045000.0	189312000.0	169798000.0	213357000.0	349870000.0	6575930.0	375179000.0	3666870.0	7060530.0	159873000.0	216446000.0	96807800.0	503998000.0	6198370.0	524946000.0
Q96K49	5290480.0	5245830.0	18775500.0	4767280.0	29698800.0	13137400.0	123889000.0	82613600.0	44004600.0	174634000.0	2467950.0	258948000.0	37063200.0	17708100.0	74208600.0	7004340.0	7655990.0	16654200.0	20866400.0	20080300.0
Q96K62				3302.79											6847.33				9670.6	
Q96K75;Q9UK10			370473.0																	
Q96K76	11317500.0	127193000.0	103273000.0	60856800.0	79055900.0	59094500.0	28935200.0	34602400.0	866493000.0	107847000.0	102102000.0	268958000.0	16534100.0	64883600.0	7153920.0	19671800.0	177463000.0	173436000.0	78351800.0	58171700.0
Q96K80			1214230.0			10402.8														
Q96KA5	162985000.0	24388900.0	174128000.0	142524000.0	164817000.0	149876000.0	88160600.0	79406800.0	159795000.0	140328000.0	157695000.0	91794700.0	176364000.0	140633000.0	83884000.0	151527000.0	159282000.0	156606000.0	199240000.0	193317000.0
Q96KB5						4383900.0														
Q96KC2	3961850.0	92591700.0	64990200.0	2132340.0	42958200.0	32570800.0	5884470.0	4392510.0	3586020.0	9229720.0	88843700.0	8550430.0		72162100.0	3963660.0	9552020.0	6942930.0	40461700.0	2569500.0	33414600.0
Q96KC8	130896000.0	49567800.0	40706900.0	56972100.0	71710800.0	61221500.0	21460300.0	82027800.0	135906000.0	43332100.0	54133800.0	117397000.0	17295400.0	121417000.0	28635600.0	56569700.0	101432000.0	49983600.0	31025100.0	41661600.0
Q96KF7		742085.0	1391960.0	2945740.0	792692.0	1739470.0		2238660.0	2028350.0	4429100.0	3194.25		2062430.0	2724510.0			944392.0	1996990.0	1483690.0	1738950.0
Q96KG9	24647700.0	39486600.0	29346700.0	24455300.0	20445300.0	28654100.0	47078800.0	47882000.0	41613600.0	32266300.0	41904300.0	88408300.0	71372400.0	36409100.0	59979500.0	17437800.0	20011200.0	31685000.0	31836100.0	33404400.0
Q96KM6	863448.0	1196460.0	2310160.0	7118310.0	1492950.0	3125580.0	1738200.0	1253480.0	530303.0	3888660.0	18471300.0	319525.0	1333280.0	324695.0	3433480.0	2571720.0	2669610.0	5019880.0	8014250.0	1997490.0
Q96KN1	19106200.0	12633500.0	14686300.0	15236700.0	19763000.0	5376420.0	25681400.0	22006100.0	9631790.0	15269700.0	20556900.0	24948100.0	12966100.0	10533400.0	9267230.0	15494300.0	12704300.0	8778450.0	14851300.0	21255500.0
Q96KN2	2248360.0	5424280.0	13618600.0	15780000.0	4232990.0	1492720.0	76621600.0		1098390.0	26667300.0	3857240.0	11010000.0	51079900.0	94936.2	1761520.0	897939.0	35838000.0	3158700.0	8505.38	2344400.0
Q96KP1	51336700.0	16850800.0	31405400.0	31136100.0	75159200.0	57680200.0	114381000.0	132656000.0	110408000.0	78765000.0	15623500.0	297821000.0	107905000.0	160166000.0	82469300.0	107493000.0	192514000.0	116490000.0	24342200.0	90200600.0
Q96KP4	892301000.0	2541080000.0	3220130000.0	2619000000.0	2709290000.0	1862400000.0	1203870000.0	598731000.0	2148760000.0	2350180000.0	2746670000.0	3108640000.0	1854830000.0	1918450000.0	551907000.0	2951330000.0	3246430000.0	2935720000.0	2350220000.0	1656870000.0
Q96KQ4	475914.0	257661.0	2108460.0	36003.9	552089.0	6056600.0	3135930.0	1092330.0	1909450.0	2638760.0	4944.88	4375090.0	447470.0	320148000.0	3032390.0	2665050.0	3684050.0	695560.0	533077000.0	1405540.0
Q96KQ7	1866810.0	6232330.0	4708200.0	44295300.0	59557600.0	23001800.0	1770220.0	129062.0	755339.0	1615680.0	3608670.0	12494500.0	878759.0	30793200.0	2129280.0	57039800.0	2279190.0	15862800.0	1062690.0	17614600.0
Q96KR1	38160400.0	158785000.0	190483000.0	200599000.0	180576000.0	71378400.0	149205000.0	125170000.0	223507000.0	50073700.0	180551000.0	236168000.0	162234000.0	175124000.0	161509000.0	19137800.0	49790700.0	163853000.0	188205000.0	145144000.0
Q96KR6	10120500.0	12925500.0	12040900.0	10871400.0	12882500.0	10958800.0	10782900.0	16461600.0	11445500.0	12706800.0	8529970.0	6658610.0	11085100.0	13583500.0	11764300.0	8641250.0	7780620.0	9786730.0	11496300.0	20460000.0
Q96L08					23364.3	11646.1				1838460.0			15095.4		422018.0		2755120.0			
Q96L34						1136400.0														
Q96L58	497092.0	7271380.0	4732310.0	5797000.0	8094940.0	3562660.0	9297140.0	3957780.0	12806000.0	17868600.0	50416000.0	6577240.0	24793600.0	9490660.0	32106900.0	1075980.0	1552240.0	11963400.0	2695850.0	12934.8
Q96L91	9014510.0	1399020.0	2917670.0	3552430.0	408964.0	17001000.0	3274590.0	9126700.0	18905800.0	10320700.0	10280000.0	11241700.0	5839270.0	15987800.0	20628500.0	6342910.0	789102.0	28513900.0	4257570.0	5056940.0
Q96L92	11520300.0	74661700.0	48371900.0	17553200.0	16663100.0	33602700.0	20108300.0	15347100.0	64997500.0	22663300.0	28648900.0	13287200.0	11441700.0	19926300.0	15639400.0	12380000.0	17673100.0	33947600.0	20966900.0	13504600.0
Q96L93	7505810.0	41508200.0	39623000.0	51773000.0	51877900.0	63744900.0	36330700.0	8764400.0	14637400.0	655645.0	93683700.0	44314700.0	18557600.0	220287000.0	5170840.0	4408180.0	1896390.0	2719780.0	185367000.0	43738900.0
Q96L94	216000.0		6573200.0		2493180.0				152137.0			25404.5	84509.5				254833.0			3483300.0
Q96L96	326129.0		28071.5																	
Q96LA8		5873.68					4380490.0	5825570.0										775769.0		
Q96LB3	1053470.0		2361240.0	15049.6	370596.0	1914280.0	1442690.0	1489290.0	971279.0		2379690.0	11606000.0		2493750.0		747481.0	1614320.0	17088.2	1025530.0	5157480.0
Q96LB8										1052950.0										
Q96LC7	7339090.0			4908040.0	2222380.0	2521030.0	2959520.0	9687410.0	757390.0			3053510.0	1756560.0	2574980.0	3778800.0	5345100.0	242456.0	27666200.0	2790650.0	1720290.0
Q96LD4	47557700.0	15284500.0	23904000.0	6420960.0	19419000.0	67610800.0	160350000.0	10177800.0	361992000.0	9353720.0	10757600.0	14354400.0	62447400.0	14623600.0	87908500.0	82795200.0	105692000.0	9465640.0	22444000.0	8884740.0
Q96LD8		3793120.0	3222090.0	2276510.0	2616350.0				4173020.0	4870060.0				2162720.0		4738270.0		5156360.0	3514650.0	
Q96LI5	2050920.0	296392.0	25941200.0	2266060.0	252981.0	47294700.0	121709000.0	265389.0	1178170.0	21201400.0	3453890.0	11363900.0	7669610.0	5303500.0	788935.0	4941370.0	96861800.0	3884810.0	15673100.0	1848030.0
Q96LJ7	136262000.0	305312000.0	187308000.0	177382000.0	219131000.0	87576200.0	101433000.0	154277000.0	125659000.0	172414000.0	243834000.0	314280000.0	234514000.0	166541000.0	103243000.0	91818400.0	104924000.0	222785000.0	84540700.0	128088000.0
Q96LJ8							1216920.0	1871920.0											546959.0	294563.0
Q96LL9	1624920.0	1431040.0	2282120.0	12049400.0	1132940.0	4093670.0	780912.0	2836850.0	3303240.0	1765290.0	1543520.0	1969900.0	469117.0	7386830.0	3602670.0	1510270.0	679876.0	8133120.0	2554300.0	804149.0
Q96LM1															5758380.0					
Q96LR5		2598490.0	1788390.0	1512430.0	1041570.0	70346.1	9809860.0	3035660.0	7013360.0		1589650.0	8771170.0	4160.89	5977860.0		5854150.0	5417870.0	5198780.0	321397.0	389697.0
Q96LT6						92699.4								4462.12						
Q96LT7	2821390.0	31661.6	472101.0	1684050.0	1110110.0	1154510.0	3959000.0	12314700.0		3978360.0	1631560.0	5750830.0	4765810.0	1087640.0	21691700.0	40940.4	364820.0	1482450.0	3876170.0	20146.3
Q96LT9	1488840.0	1214900.0	20184.5	433352.0	5190900.0	5523820.0	963621.0	1300090.0	1094360.0	2862480.0	1979450.0	2636030.0	678856.0	3618210.0	1818960.0	637878.0	2363410.0	2246610.0	2759580.0	1650170.0
Q96LU5					8559080.0															
Q96LW4					589160.0											1925950.0	5925.19			
Q96LW7	9250980.0	11676100.0	42347200.0	13435200.0	33290900.0	52907200.0	31804300.0	16614300.0	13655400.0	8825220.0	18941000.0	50754400.0	28048700.0	16284500.0	11681300.0	5643760.0	8292100.0	53545400.0	79411300.0	45697600.0
Q96LZ7	67101900.0	188515000.0	653984000.0	133474000.0	102959000.0	126993000.0	96235600.0	48287700.0	42276100.0	65203600.0	252242000.0	915511000.0	51977100.0	265435000.0	64960900.0	49355400.0	58369000.0	74158200.0	193659000.0	143868000.0
Q96M27	69235400.0	47918200.0	37960100.0	56098000.0	37622200.0	56436400.0	62879400.0	58288400.0	54829800.0	57347400.0	48763600.0	56230300.0	38729900.0	59608100.0	46313000.0	53942200.0	57422400.0	36348100.0	55342900.0	42435200.0
Q96M94	759996.0	1555110.0		1900830.0								89518700.0			83772.1	15351.5				5767170.0
Q96M96	327647000.0	18012800.0	17405200.0	20663200.0	14764800.0	18527900.0	81507100.0	91768600.0	118048000.0	305643000.0	15735900.0	13908800.0	323340000.0	18671300.0	33356600.0	207295000.0	134488000.0	14371700.0	15945600.0	19080800.0
Q96MC4														4558420.0						
Q96MC5																			28681.6	
Q96MC6						413465.0													10789.6	
Q96MD2	1572480.0	644838.0	67142500.0	559737.0		1451050.0	3775920.0			1773880.0	983113.0	1616920.0		12219.0	1597410.0	2768810.0		19834.6	320259.0	29145.0
Q96ME1	52984300.0	1483080.0	2339800.0	3542710.0	15870500.0	28110800.0	57014900.0	57826300.0	46490600.0	49119500.0	7326140.0	52073100.0	51703200.0	6415300.0	2975510.0	44212900.0	40490900.0	9223410.0	197535.0	6515730.0
Q96ME7	21693600.0	16447200.0	1953600.0	5114360.0	6596440.0	4815000.0	13623100.0	3125010.0	5910830.0	26646600.0	3870420.0	3126630.0		30912000.0	747578.0	537830.0	9621740.0	1032450.0	1771410.0	631962.0
Q96MF6	5357690.0	2463480.0	4199200.0	2903290.0	6086880.0	4476740.0	38452000.0	4959140.0	14506700.0	12443100.0		4217530.0	29144100.0	2475980.0	31831900.0	6583430.0	2964640.0	3855710.0	4867320.0	7109760.0
Q96MF7	2747000.0	4103510.0	1536210.0	707298.0	4884820.0	2055980.0	4566.86	757483.0	5589120.0		3290950.0	6251280.0	4126930.0	3871890.0	392861.0	13003500.0	2941020.0	3074580.0	5862380.0	3958760.0
Q96MG7	32630900.0	3382890.0	10412600.0	7059380.0	3013670.0	24046900.0	2719630.0	7981430.0	10739100.0	10588500.0	8271670.0	6954300.0	22357000.0	1633650.0	29153000.0	27741400.0	9098420.0	2805090.0	46789600.0	3443000.0
Q96MG8	6687290.0	6272930.0	4868030.0	2281980.0	3913640.0	3493230.0	24132500.0	2269630.0	4044690.0	12407100.0	4096540.0	2674990.0	3200020.0	2127590.0	3153680.0	3655930.0	7321190.0	4423170.0	2930310.0	5846570.0
Q96MH2	4510400.0	278545.0	3021120.0	2875090.0	2338260.0	1010460.0	6903380.0	14251200.0	4960630.0	3694040.0	2845060.0	2700840.0	2829650.0	23438.5	4829510.0	3002740.0	1732750.0	375214.0	3006190.0	4636550.0
Q96MH6	3148810.0	27186000.0	40543100.0	27114100.0	10093700.0	41409900.0	6191370.0	4514750.0	5052390.0	5870410.0	4458410.0	3808990.0	5013810.0	44617200.0	23503500.0	4491350.0	2549240.0	22151700.0	30370200.0	30690100.0
Q96MK3	20378400.0	32461700.0	21835000.0	1781630.0	20400100.0	15951200.0	23948100.0	21496900.0	9478420.0	14676300.0	21215900.0	24100100.0	16075400.0	23841200.0	19870700.0	9089260.0	13949600.0	3032440.0	41710000.0	29646600.0
Q96MM6	124153000.0	85612100.0	135543000.0	181148000.0	153717000.0	204598000.0	173699000.0	129446000.0	113099000.0	38451300.0	3800710.0	427625000.0	65348600.0	158396000.0	186014000.0	85136200.0	255147000.0	128938000.0	150118000.0	174501000.0
Q96MS3	6241370.0	9735460.0	10677600.0	7053380.0			7495480.0	128288000.0		800071.0	12832.9			8127990.0		5846440.0	32550500.0	18071000.0		6600310.0
Q96MU7	73993200.0	13574900.0	8276550.0	10688800.0	14579000.0	13192900.0	9244370.0	13315100.0	10616400.0	13430300.0	9248600.0	45183600.0	10533100.0	8359350.0	7410980.0	5643210.0	56615300.0	4538370.0	27978200.0	13094900.0
Q96MV1	34677900.0	35656900.0	39714800.0	45548500.0	47605800.0	43423400.0	41740400.0	23602200.0	43888200.0	66865800.0	66952400.0	44406300.0	39147800.0	34962100.0	59279900.0	37557800.0	37703300.0	55982800.0	48458200.0	54482100.0
Q96MW1	1005120.0	73713100.0	38294600.0	1877940.0	45168100.0	28643400.0	1286430.0	3158030.0	1436560.0	1209950.0	11770300.0	1743270.0	15184.7	54578400.0	758683.0	1561630.0	515289.0	6969440.0	72769800.0	45454000.0
Q96MW5	46630500.0	3879510.0	13939100.0	9253140.0	6234560.0	9288730.0	226926000.0	262008000.0	16996800.0	11577100.0	8718770.0	40560600.0	33954200.0	7949960.0	31633100.0	147887000.0	168604000.0	11806200.0	31740500.0	23601000.0
Q96MX0	5410370.0	107673000.0	23105400.0	14871200.0	4146600.0	9828170.0	2611260.0	5652580.0	5347470.0	2687160.0	12519000.0	2633490.0	2214560.0	36251000.0	2891320.0	2617200.0	3276030.0	10486300.0	3935450.0	3258540.0
Q96MX3														16330.1						
Q96MX6	58603900.0	18564300.0	21934800.0	91339300.0	54571500.0	59878300.0	114235000.0	60688900.0	8890020.0	2456630.0	46205000.0	154086000.0	30133600.0	53714500.0	12171200.0	5861500.0	3651000.0	45096300.0	26828900.0	54645100.0
Q96MY1						8971.92														
Q96MZ0												3419.22								
Q96N21			2077040.0		2777.16	2822230.0	3761540.0	3126340.0					1797110.0				6727780.0			5087060.0
Q96N46		10064.0												774749.0					5069.52	
Q96N66	8070160.0	4098080.0	6553370.0	7114270.0	5934800.0	9244340.0	9524210.0	15837300.0	10573600.0	10488200.0	13692000.0	6602260.0	11414900.0	14259500.0	10929800.0	6166440.0	7901950.0	9168780.0	9152520.0	15139300.0
Q96N67	22216800.0	47000700.0	66534900.0	56248100.0	52085600.0	106809000.0	84538800.0	55470600.0	26385600.0	32702000.0	57966800.0	338307000.0	36463100.0	70825500.0	40192600.0	86262300.0	31740900.0	66937300.0	80385400.0	68579000.0
Q96N76	145866000.0	441352000.0	271933000.0	230135000.0	462065000.0	138802000.0	231536000.0	96567000.0	231060000.0	189169000.0	288806000.0	257058000.0	163954000.0	308927000.0	141485000.0	234847000.0	205764000.0	384900000.0	445645000.0	221964000.0
Q96N96			280309.0				1123070.0	1305530.0						644711.0					746971.0	
Q96NA2	15599100.0	8060800.0	13113900.0	7778310.0	8034700.0	20554100.0	18580600.0	17145400.0	11675000.0	17295300.0	10032600.0	12875900.0	12792800.0	16772500.0	19156900.0	12198400.0	12894600.0	12544200.0	22868900.0	9928800.0
Q96NB2	54040900.0	74003600.0	104787000.0	14290800.0	114672000.0	5889420.0	346714000.0	30011700.0	41742000.0	361492000.0	143553000.0	417933000.0	331553000.0	80570100.0	227220000.0	120039000.0	70765300.0	52712500.0	89971600.0	119623000.0
Q96NB3	7871560.0	1110630.0	1618360.0	5315620.0	4214180.0	6930840.0	18169500.0	17104100.0	658554.0	18859600.0	4809410.0	16350300.0	22077300.0	4956330.0	9810380.0	6286090.0	6590870.0	15379600.0	9624620.0	6178940.0
Q96NC0	3990280.0	418559.0	13885900.0		1241030.0	4185860.0	3318010.0	4984940.0		2723230.0	2809580.0	7528770.0	48145.7	28574400.0	8047750.0	2940920.0	70587.5	25854200.0	10523700.0	4833400.0
Q96ND0	6032540.0	7819940.0	6327280.0	13537600.0	8425740.0	24961500.0	8164360.0	11260400.0	6871980.0	12463600.0	13226800.0	19612800.0	14983700.0	9578290.0	14654700.0	4217000.0	5701480.0	7061400.0	19424900.0	11505300.0
Q96NE9									4604.1									5355040.0	5919380.0	
Q96NI8													16078.5							
Q96NK8;Q9HD90						602908.0														
Q96NL0	236864.0				775472.0					19243800.0	123778.0				28554600.0	985129.0				
Q96NL3					1551310.0	9988150.0														
Q96NL8	372705.0	34799.6	786012.0	824359.0	12852.9	25984.6	4039.58		290954.0			40188.1	312489.0	439991.0	6740.34	6049.07	566536.0	5594.49	16283.0	
Q96NS8					12400.2			1304650.0												
Q96NT0	1278110.0	650602.0	536576.0	1067500.0	161342.0	526985.0	1908250.0	3985670.0	2471420.0	1441740.0	644305.0	2388400.0	2411860.0	16132.3	3106080.0	1827310.0	1824730.0	1976590.0	695484.0	1937050.0
Q96NT1	8722.52	3965.53				293154.0								526558.0					53379.6	
Q96NT3	1304150.0	369423.0	329344.0	584760.0	641901.0	1004790.0	6670730.0	9199620.0	890086.0	2990880.0	74320800.0	9025610.0	6229560.0	817442.0	8645050.0	1693650.0	1941090.0	49237000.0	35223700.0	67620000.0
Q96NT5	12301400.0	10593000.0	26997200.0	30879100.0	19389500.0	21344400.0	5927300.0	6367600.0	8253970.0	14274300.0	32345400.0	10788600.0	3508970.0	43022400.0	3027390.0	8239760.0	8745570.0	23030900.0	54013700.0	31803000.0
Q96NU7	92497700.0	380529000.0	337906000.0	297801000.0	388637000.0	308086000.0	194716000.0	77146400.0	205299000.0	179505000.0	317839000.0	218730000.0	139543000.0	469886000.0	104819000.0	240873000.0	216490000.0	267862000.0	257379000.0	425589000.0
Q96NW4		422155.0			1284940.0	821793.0		3125700.0			1539730.0	2123930.0	2396120.0	1044870.0			6641420.0	1677190.0	366053.0	1167330.0
Q96NY7		4663.94				1828780.0		12271400.0										12298.5		
Q96NY9						2646080.0														
Q96NZ8														4558440.0						
Q96NZ9	16778.5			3839760.0	3006890.0		24357.4		274174.0	18897.4	20548.4		15423.2	1475750.0	221770.0		220313.0		1204890.0	2239690.0
Q96P11	8260490.0	2562090.0	6184490.0	103314000.0	3533520.0	47115200.0	13838800.0	2879750.0	9979.78	1125310.0	19775.8	10773700.0		5242550.0	7540540.0	47282500.0	1340790.0	5407940.0	2161470.0	7581630.0
Q96P16	9800700.0	1663380.0	1558460.0	3299600.0	2436720.0	4365580.0	4007560.0	3838480.0	15514800.0	1420460.0	2685190.0	22148000.0	6366690.0	2673400.0	41118400.0	12493900.0	11926800.0	3457900.0	2731930.0	1502280.0
Q96P31																				9414.48
Q96P44		11401.0																		
Q96P47	6704990.0	6790830.0	2965680.0	14609700.0	13064600.0	25215900.0	4665200.0	442710.0	2130020.0	1483400.0	10378700.0	16221600.0	8701450.0	14911000.0	6367210.0	13327500.0	479495.0	12675000.0	10869100.0	9856450.0
Q96P48	16900700.0	16305300.0	15608200.0	18529800.0	17988200.0	14053600.0	19531700.0	15476300.0	16348700.0	22709000.0	13234900.0	14706000.0	17201300.0	18642600.0	14787400.0	17734100.0	19321700.0	19966600.0	34518300.0	30320700.0
Q96P50	1637630.0		5349.53		9773870.0	7831.51										4255.81	1209480.0			
Q96P53	23747100.0	3932400.0	2483610.0	4560810.0	2442480.0	8706070.0	50950600.0	28693100.0	19755700.0	25273100.0	5996120.0	33709700.0	69975400.0	4193310.0	29301400.0	11944600.0	14789300.0	7261900.0	2243890.0	7317750.0
Q96P63								9119520.0												
Q96P70	14858900.0	72517600.0	83087600.0	142683000.0	127196000.0	315738000.0	55611000.0	43905400.0	26408000.0	40500200.0	126884000.0	16656400.0	53735500.0	105197000.0	43363400.0	28272000.0	43921700.0	98456600.0	197325000.0	155661000.0
Q96PB8	362899.0																			
Q96PC3					7727.65		2628300.0									15606.2				5466360.0
Q96PC5	596044000.0	35936100.0	93394800.0	198322000.0	83749000.0	117177000.0	88005500.0	485021000.0	115328000.0	167489000.0	99190200.0	493602000.0	129104000.0	314705000.0	234242000.0	155619000.0	180977000.0	78044900.0	89809300.0	170251000.0
Q96PD5	9558660.0	19992800.0	2653080.0	53105000.0	19110100.0	10985700.0	8951590.0	6245370.0	4004110.0	6453600.0	42150100.0	1222430.0	11839600.0	803050.0	5699920.0	324571.0	6900420.0	6859830.0	1290240.0	7958420.0
Q96PD7	7780220.0	2893440.0	852919.0	11895100.0	1456700.0	3880210.0	1733400.0	493034.0	397097.0	4676010.0	18839800.0	2687710.0	6065580.0	5927020.0	117452000.0	7956780.0	10580000.0	3036380.0	2553620.0	2389780.0
Q96PE1		3198260.0	4114.26	21761.9												6404620.0		106274000.0		
Q96PE2	8271910.0	2397710.0	3952170.0	2012500.0	662337.0	4013160.0	4606430.0	4309500.0	3485330.0	4597830.0	2951460.0	4476050.0	10490400.0	16085100.0	4179140.0	2134380.0	5429780.0	43518100.0	5246000.0	2377310.0
Q96PE3	4575520.0	607207.0	1447320.0	2957600.0	4714220.0	13949300.0	5154360.0	3330040.0	10639200.0	6229590.0	14934400.0	1909890.0	342849.0	4602590.0	235521.0	1158290.0	2281950.0	13841200.0	6239720.0	4880700.0
Q96PE7	70825700.0	84671600.0	52027600.0	72887800.0	58529600.0	57468100.0	76175200.0	91659700.0	57561600.0	114322000.0	90761000.0	57711500.0	94356300.0	111762000.0	75010100.0	73215600.0	90987000.0	91803800.0	69495400.0	106124000.0
Q96PK6	105307000.0	426125000.0	369323000.0	117300000.0	228615000.0	200844000.0	185177000.0	172678000.0	157111000.0	83566900.0	118799000.0	154712000.0	89433100.0	388537000.0	292556000.0	96021800.0	136865000.0	186016000.0	274851000.0	293659000.0
Q96PM5	1212910.0	1675700.0	1355320.0	1327150.0	1626000.0	11704200.0	6164620.0	1547750.0	1642960.0	12215400.0	2100000.0	11097100.0	4463710.0	9658790.0	4108890.0	750660.0	873307.0	13552600.0	3506690.0	6058400.0
Q96PP8	89610400.0		3436940.0	648022.0	1860360.0	7325360.0	461483.0		2947960.0		2278620.0	2258840.0		2500600.0	53610400.0	244873000.0	189983000.0	3035920.0	3235860.0	2105140.0
Q96PP9	39966500.0	3052220.0	3957970.0	7946930.0	7663140.0	14192600.0	6298230.0	11966900.0	12827900.0	4631070.0	4971420.0	10451700.0	19756800.0	23304800.0	6905160.0	3706370.0	3947880.0	18928000.0	34223600.0	6330040.0
